80
20
185
165
45
40
190
30
180
90
35
410
65
220
45
15
110
35
115
155
120
90
80
120
45
155
115
90
70
70
80
260
205
75
110
35
120
50
205
255
35
160
35
170
85
60
95
70
115
65
"109,4"
